V1,V2,V3,V4,V5,rid,age,gender,hhi,ethnicity,hispanic,education,political_party,region,zip,name1,name2,name4,name6,name3,name5,family1,family2,family3,family4,family5,family6,age1,age2,age3,age4,age5,age6,experience1,experience2,experience3,experience4,experience5,experience6,margin,consent,Q75,inputstate,votereg,year_born,pid3,dem_strength,rep_strength,ind_lean,ideo5,marstat,presvote16_post,intent,presvote2020,presvote2020_voted,presvote_2020lean,religpew,pew_bornagain,employ,newsint,urbancity,class,women_lgbtq_4,women_lgbtq_5,women_lgbtq_6,women_lgbtq_7,women_lgbtq_9,Q36_1,Q36_2,Q36_3,Q36_4,acknowledgment,socialism,fave_grid_1,fave_grid_2,fave_grid_3,fave_grid_5,fave_grid_6,fave_grid_7,fave_grid_10,mip_open,G2.Q2_1,G2.Q2_2,G2.Q2_3,G2.Q2_4,G2.Q2_5,G2.Q2_6,G2.Q2_7,G2.Q2_8,G2.Q2_9,G2.Q3_1_Group,G2.Q3_1_Rank,G2.Q3_2_Group,G2.Q3_2_Rank,G2.Q3_3_Group,G2.Q3_3_Rank,G2.Q3_4_Group,G2.Q3_4_Rank,G2.Q3_5_Group,G2.Q3_5_Rank,G2.Q3_6_Group,G2.Q3_6_Rank,G2.Q3_7_Group,G2.Q3_7_Rank,G2.Q3_8_Group,G2.Q3_8_Rank,work_status_1,work_status_2,work_status_3,work_status_4,work_status_5,work_status_6,work_status_7,work_status_8,work_status_9,work_status_9_TEXT,financial_impact,attribution_1,attribution_2,attribution_3,attribution_4,attribution_5,attribution_6,attribution_7,attribution_8,attribution_8_TEXT,Q28,trumplose,bidenlose,Q75_1,Q75_2,Q75_3,Q75_4,whytrump,whybiden,represents_1,represents_2,represents_3,represents_4,favorsDem,favorsRep,mostimpt,m4a_control,m4a_econ,m4a_soc,covid_control,covid_econ,covid_soc,gnd_control,gnd_labeled,gnd_unlabeled,Q1,Q162,cong1,cj4,Q48_1,Q48_2,Q48_3,Q48_4,cong2,cj5,Q49_1,Q49_2,Q49_3,Q49_4,cong3,cj6,Q50_1,Q50_2,Q50_3,Q50_4,DO_BR_FL_141,DO_BR_FL_6,DO_BR_FL_7,DO_BR_FL_8,DO_BR_FL_9,DO_BR_FL_10,DO_BR_FL_11,DO_BR_FL_12,DO_BR_FL_13,DO_BR_FL_14,DO_BR_FL_15,DO_BR_FL_16,DO_BR_FL_17,DO_BL_group2_lucas_ryan,DO_BL_M4AExperiment,DO_BL_COVIDExperiment,DO_BL_gnd_experiment,DO_Q_acknowledgment,DO_Q_socialism,DO_Q_fave_grid,DO_Q_presvote2020,DO_Q_presvote2020_voted,DO_Q_G2.Q3,DO_Q_women_lgbtq,DO_Q_presvote_2020lean,DO_Q_mostimpt,DO_Q_G2.Q2,DO_Q_presvote16_post,DO_Q_attribution,age_asked,agediff,duration,race4,agecat,educ,pid7,educ4,weduc,geduc,gregion,grace,agerace,prez16,nationalweight,income_new,vote_history,interest,registration,race,partisan_strength,year,Voted,lvweight
R_1FJIXv60zUNPIvf,NA,10/25/20 7:06,10/25/20 7:15,1,5f957829-c70c-9484-c0fe-e85dba9a8dd1,33,2,4,1,1,2,9,1,11941,John,Matthew,Benjamin,Janet,Mary,John,Wife and one child,Wife and no children,Husband and one child,Husband and three children,Wife and one child,Wife and one child,66,62,48,58,49,50,14,17,19,14,11,23,10,1,1,33,1,1987,2,NA,2,NA,3,6,2,1,2,NA,NA,2,2,1,2,2,4,1,1,1,6,4,7.77,31.262,32.62,8,4,4,3,4,5,2,2,3,2,"Economy,Healthcare",3,3,3,2,2,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,3,1,2,NA,1,NA,NA,NA,1,3,NA,NA,5,1,1,1,7.815,38.661,40.055,29,1,1,4.043,13.911,14.61,5,1,2,4.239,11.4,12.199,5,socialism|fave,FL_131,FL_125,FL_115,FL_111,FL_102,FL_91,FL_85,FL_75,FL_68,FL_64,FL_53,FL_45,mip_open|G2.Q2,m4a_econ,covid_soc,gnd_control,6|5|4|3|2|1,5|4|2|1|3,2|6|3|5|10|1|7,1|2|3|4|8,1|2|3|4,1|2|3|4|5|6|7|8,7|4|9|6|5,1|2|9|8,8|7|6|5|4|3|2|1,3|6|8|9|7|4|5|2|1,1|2|3|4|5|6|7,1|7|2|6|3|4|5|8,33,0,9.07,1,2,2,6,1,1,5,NA,5,1,2,0.686690989,1,1,2,1,1,2,2020,0.976,0.670210405
R_2qazgHlVjpp4mxM,NA,10/25/20 7:10,10/25/20 7:15,1,5f957903-9e8f-282e-a6b8-60955e0f610d,26,2,-3105,1,1,5,7,3,26537,Robert,Matthew,Emma,Janet,Mary,Linda,Husband and no children,Wife and no children,Wife and no children,Husband and one child,Wife and three children,Husband and no children,63,60,65,57,53,60,15,11,21,11,21,21,5,1,1,50,2,1994,1,2,NA,NA,3,5,7,4,NA,NA,NA,1,2,2,3,3,4,1,1,1,6,4,1.654,20.16,20.978,12,2,3,3,3,3,3,3,3,2,Covid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,0,2,1,3,NA,NA,0,3,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,3,1,2,NA,NA,1,NA,NA,1,NA,NA,4,3,1,1,1,6.18,21.365,22.43,9,1,1,3.184,12.493,13.053,4,1,1,1.05,13.195,14.569,4,socialism|fave,FL_132,FL_125,FL_118,FL_111,FL_102,FL_97,FL_82,FL_75,FL_67,FL_60,FL_57,FL_42,mip_open|G2.Q3,m4a_soc,covid_soc,gnd_unlabeled,1|2|3|4|5|6,1|2|4|5|3,6|3|7|5|10|1|2,1|2|3|8|4,1|2|3|4,5|6|7|8|3|4|2|1,4|6|9|7|5,1|2|9|8,1|2|3|4|5|6|7|8,1|2|3|4|5|6|7|8|9,1|2|3|4|5|6|7,1|3|6|7|4|2|5|8,26,0,4.97,1,1,5,2,3,3,7,NA,5,1,4,0.489454219,4,0,3,0,1,2,2020,0,0
R_2vcUVHkh9UhwHal,NA,10/25/20 7:08,10/25/20 7:15,1,5f957884-a765-d5ab-f646-3a7f8b1e0797,58,2,1,1,1,3,1,3,74127,Linda,Emma,Hannah,Benjamin,John,Michael,Husband and no children,Husband and one child,Wife and no children,Husband and one child,Wife and three children,Husband and one child,52,49,52,57,50,48,20,15,16,16,15,22,14,1,1,37,2,1962,1,2,NA,NA,3,3,1,2,1,NA,NA,2,2,4,3,1,5,1,1,1,6,4,2.661,24.643,26.001,9,2,3,3,4,1,3,2,3,2,Covid 19,1,1,1,3,1,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,Because trump is insane.,1,1,1,2,3,1,4,NA,1,NA,1,NA,NA,NA,4,NA,5,1,1,2,1.769,18.283,18.791,14,1,2,4.713,10.024,10.676,4,1,2,1.793,9.64,10.387,8,socialism|fave,FL_137,FL_126,FL_120,FL_107,FL_99,FL_93,FL_82,FL_76,FL_67,FL_60,FL_57,FL_44,mip_open|G2.Q2,m4a_econ,covid_control,gnd_labeled,1|2|3|4|5|6,1|2|4|5|3,5|6|2|1|10|7|3,2|1|3|4|8,1|2|3|4,1|2|3|4|5|6|7|8,5|4|9|6|7,1|2|9|8,1|2|3|4|5|6|7|8,5|4|1|3|9|6|2|8|7,1|2|3|4|5|6|7,1|2|6|4|5|7|3|8,58,0,7.3,1,4,3,2,2,2,7,NA,5,3,1,1.235177785,1,1,3,0,1,2,2020,0.106,0.130928845
R_2EcJC0bHZAnYoDx,NA,10/25/20 7:09,10/25/20 7:15,1,5f9578bb-c457-7400-badd-887d8b8d596c,75,2,6,1,1,2,10,3,37764,John,Benjamin,Benjamin,Hannah,Barbara,Robert,Wife and no children,Husband and one child,Husband and no children,Wife and one child,Wife and three children,Wife and one child,46,65,66,64,46,48,19,25,24,23,15,16,12,1,1,44,1,1945,2,NA,1,NA,4,1,2,3,NA,2,NA,1,1,5,2,3,3,3,4,2,2,4,8.432,24.551,25.574,5,3,1,3,1,4,4,5,3,2,COVID-19,2,2,2,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,NA,NA,2,NA,2,NA,3,NA,NA,5,1,1,1,17.846,17.846,19.092,1,1,2,17.837,17.837,20.057,1,1,1,11.51,11.51,13.011,1,socialism|fave,FL_131,FL_123,FL_115,FL_112,FL_104,FL_92,FL_83,FL_76,FL_66,FL_61,FL_57,FL_45,mip_open|G2.Q2,m4a_soc,covid_econ,gnd_control,6|5|4|3|2|1,1|2|4|5|3,6|5|1|7|10|3|2,1|2|3|4|8,2|1|3|4,1|2|3|4|5|6|7|8,7|5|9|6|4,1|2|9|8,1|2|3|4|5|6|7|8,9|8|7|1|6|5|2|4|3,1|2|3|4|5|6|7,1|7|2|3|4|5|6|8,75,0,6.17,1,6,2,7,1,1,7,NA,5,5,2,1.404103271,1,1,2,1,1,1,2020,0.994,1.395678652
R_3egJtUJWbiZq6ld,NA,10/25/20 7:08,10/25/20 7:15,1,5f9578b2-9ec1-5bc0-c9d2-f8174afad2da,41,1,3,1,1,2,1,1,18235,Michael,Elizabeth,Elizabeth,Elizabeth,Jennifer,James,Wife and one child,Wife and one child,Husband and three children,Wife and three children,Wife and one child,Wife and no children,55,64,46,54,50,48,20,18,17,17,25,17,11,1,1,39,1,1979,1,1,NA,NA,3,1,1,1,1,NA,NA,12,2,1,2,2,4,4,2,4,3,4,3.74,22.351,23.359,9,5,3,3,5,1,3,5,3,2,Jobs,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,1,1,1,1,3,1,5,NA,1,NA,NA,1,NA,NA,NA,4,5,1,1,1,1.843,9.607,10.688,7,1,1,1.566,8.598,9.587,4,1,1,1.482,11.458,11.936,8,socialism|fave,FL_133,FL_129,FL_121,FL_113,FL_103,FL_90,FL_85,FL_77,FL_72,FL_65,FL_53,FL_43,mip_open|G2.Q2,m4a_econ,covid_econ,gnd_unlabeled,1|2|3|4|5|6,1|2|4|5|3,7|5|6|2|10|1|3,2|1|3|4|8,1|2|3|4,1|2|3|4|5|6|7|8,5|6|9|7|4,1|2|9|8,1|2|3|4|5|6|7|8,8|1|4|3|9|2|5|6|7,1|2|3|4|5|6|7,1|4|6|7|3|2|5|8,41,0,7.13,1,3,2,1,1,1,1,NA,1,3,1,1.193527233,1,1,2,1,1,1,2020,0.922,1.100432109
R_1BY6npeff6ZvEos,NA,10/25/20 7:09,10/25/20 7:15,1,5f9578cb-f41b-4cdc-916d-b2a73f486147,65,2,20,1,1,6,1,1,3861,Linda,Elizabeth,Elizabeth,Elizabeth,James,Mary,Husband and one child,Wife and one child,Wife and three children,Wife and two children,Wife and one child,Wife and no children,61,67,53,60,55,70,15,17,14,23,11,12,4,1,1,30,1,1955,1,1,NA,NA,1,1,1,3,NA,1,NA,5,2,5,1,3,2,1,1,1,6,4,2.625,19.454,20.916,13,1,4,5,5,1,1,2,5,2,The pandemic,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,3,0,1,NA,NA,NA,NA,NA,NA,0,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,1,1,1,2,2,1,2,NA,NA,1,NA,1,NA,NA,5,NA,3,1,1,2,2.475,20.492,20.882,13,1,2,0.523,9.656,10.825,6,1,2,0.234,10.591,10.981,7,socialism|fave,FL_137,FL_129,FL_121,FL_113,FL_98,FL_94,FL_84,FL_77,FL_73,FL_63,FL_53,FL_43,mip_open|G2.Q3,m4a_soc,covid_econ,gnd_labeled,6|5|4|3|2|1,1|2|4|5|3,7|2|6|3|10|5|1,1|2|3|4|8,2|1|3|4,6|8|1|5|3|4|7|2,4|6|9|5|7,1|2|9|8,1|2|3|4|5|6|7|8,1|2|3|4|5|6|7|8|9,2|1|3|4|5|6|7,1|7|2|3|4|5|6|8,65,0,6.2,1,5,6,1,4,4,5,NA,5,5,1,0.542418159,3,1,1,1,1,1,2020,0.998,0.541333323
R_2dphlgFD2SEuvL5,NA,10/25/20 7:09,10/25/20 7:15,1,5f9578fc-5235-b925-021e-c46c337b341a,45,2,12,1,1,5,3,3,32958,Barbara,George,William,Matthew,Michael,John,Husband and three children,Husband and three children,Wife and one child,Wife and no children,Husband and two children,Wife and one child,65,68,46,47,68,51,24,12,15,20,10,18,4,1,1,10,1,1975,3,NA,NA,1,2,6,7,3,NA,1,NA,9,2,6,2,2,3,1,1,1,6,4,5.845,14.853,15.69,5,2,4,4,2,1,1,2,3,2,healthcare and covid 19,3,1,1,1,1,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,"At this point any result is too close to call. I choose to trust the poll workers and counters, but there could be any number of issues that took place with those in the electoral college and how they made decisions not based on the popular votes in their areas",1,1,1,2,2,1,2,NA,1,NA,1,NA,NA,NA,5,NA,4,1,1,1,8.233,8.233,10.843,1,1,2,9.283,9.283,9.927,1,1,1,11.689,11.689,12.407,1,socialism|fave,FL_136,FL_124,FL_114,FL_109,FL_101,FL_91,FL_88,FL_80,FL_69,FL_59,FL_54,FL_45,mip_open|G2.Q2,m4a_econ,covid_control,gnd_labeled,1|2|3|4|5|6,1|2|4|5|3,6|2|5|3|10|7|1,1|2|3|4|8,2|1|3|4,1|2|3|4|5|6|7|8,7|4|9|6|5,1|2|9|8,1|2|3|4|5|6|7|8,9|3|4|2|1|8|7|5|6,1|2|3|4|5|6|7,1|7|2|3|4|5|6|8,45,0,6.32,1,3,5,3,3,3,7,NA,5,3,4,0.540122761,2,0,2,1,1,3,2020,0.888,0.479629012
R_3kNB8XR05QykN7C,NA,10/25/20 7:08,10/25/20 7:15,1,5f95788e-b93d-0426-4bb3-d5b019f5a9a1,70,1,8,1,1,2,4,2,50111,Jennifer,William,Elizabeth,Elizabeth,James,Mary,Husband and one child,Wife and no children,Husband and two children,Wife and two children,Husband and no children,Husband and no children,50,63,47,55,63,65,19,17,16,11,20,20,4,1,1,16,1,1950,3,NA,NA,3,3,1,3,3,NA,1,NA,12,2,5,2,2,3,3,3,3,4,4,11.432,34.283,36.114,5,4,3,3,4,1,1,2,3,2,covid 19,3,1,1,1,1,3,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,1,1,1,2,3,1,2,NA,NA,2,NA,NA,1,4,NA,NA,5,1,1,1,22.264,22.264,24.114,1,1,1,15.638,15.638,17.19,1,1,1,9.081,9.081,10.491,1,fave|socialism,FL_135,FL_122,FL_121,FL_113,FL_98,FL_94,FL_84,FL_75,FL_70,FL_63,FL_50,FL_42,mip_open|G2.Q2,m4a_soc,covid_soc,gnd_control,1|2|3|4|5|6,1|2|4|5|3,2|7|1|3|10|6|5,1|2|3|4|8,1|2|3|4,1|2|3|4|5|6|7|8,6|7|9|4|5,1|2|9|8,1|2|3|4|5|6|7|8,5|3|8|6|1|7|9|2|4,2|1|3|4|5|6|7,1|7|2|3|4|5|6|8,70,0,7.62,1,6,2,4,1,1,2,NA,1,5,3,2.002738626,2,1,2,1,1,4,2020,0.866,1.73437165
R_2viUAHC98FoOsHS,NA,10/25/20 7:09,10/25/20 7:15,1,5f9578df-2b05-f2ae-407c-5aa4a8d999db,80,2,8,1,1,3,10,2,48382,Robert,Hannah,George,Benjamin,Mary,Linda,Wife and no children,Husband and two children,Wife and two children,Husband and two children,Husband and one child,Husband and two children,50,52,56,57,69,48,23,14,22,10,11,16,13,1,1,23,1,1940,2,NA,1,NA,5,3,2,1,2,NA,NA,1,2,3,1,2,3,5,1,2,4,4,7.272,30.817,32.11,5,5,1,1,1,5,3,4,3,2,the virus,2,3,3,3,2,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,2,2,NA,NA,1,NA,1,NA,NA,NA,3,5,1,1,2,19.278,19.278,20.343,1,1,2,15.694,15.694,17.47,1,1,1,14.566,14.566,16.044,1,fave|socialism,FL_132,FL_128,FL_116,FL_107,FL_102,FL_97,FL_83,FL_78,FL_71,FL_62,FL_52,FL_46,mip_open|G2.Q2,m4a_soc,covid_econ,gnd_unlabeled,6|5|4|3|2|1,5|4|2|1|3,6|5|3|2|10|1|7,2|1|3|4|8,1|2|3|4,1|2|3|4|5|6|7|8,5|7|9|6|4,1|2|9|8,8|7|6|5|4|3|2|1,4|1|3|9|5|7|6|2|8,1|2|3|4|5|6|7,1|7|2|3|4|5|6|8,80,0,6.48,1,6,3,7,2,2,6,NA,5,5,2,1.620078915,2,1,1,1,1,1,2020,1,1.620078915
R_1mJHj3Tx3vDutlU,NA,10/25/20 7:08,10/25/20 7:15,1,5f9578da-dbc1-1605-8cd8-54b03af04d42,35,2,2,1,1,3,2,1,18235,Jennifer,Hannah,Hannah,Emma,James,Robert,Wife and three children,Wife and one child,Wife and no children,Wife and two children,Husband and two children,Wife and one child,51,47,69,51,54,56,16,22,24,20,16,18,14,1,1,39,1,1985,1,1,NA,NA,3,5,1,1,2,NA,NA,2,2,2,1,2,5,2,1,5,6,4,0.801,21.327,22.555,9,3,3,1,1,1,1,1,1,2,"Homeless,  environmental issue",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,0,3,0,2,1,3,0,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,4,NA,1,1,1,1,1,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,3,NA,5,1,1,2,3.609,12.636,13.09,9,1,2,0.322,4.911,5.356,8,1,2,0.314,2.906,3.279,5,socialism|fave,FL_135,FL_128,FL_120,FL_110,FL_98,FL_92,FL_89,FL_77,FL_67,FL_63,FL_54,FL_45,mip_open|G2.Q3,m4a_soc,covid_econ,gnd_labeled,6|5|4|3|2|1,5|4|2|1|3,1|5|3|2|10|7|6,2|1|3|4|8,2|1|3|4,8|1|3|7|5|2|4|6,4|6|9|5|7,1|2|9|8,8|7|6|5|4|3|2|1,1|2|3|4|5|6|7|8|9,1|2|3|4|5|6|7,1|5|3|7|2|6|4|8,35,0,7.03,1,2,3,1,2,2,5,NA,5,1,1,0.806435315,1,1,1,1,1,1,2020,1,0.806435315
R_2sTS8b5cOaykniq,NA,10/25/20 7:08,10/25/20 7:15,1,5f9578c3-dc29-1855-d2e8-716c2c14d2ae,63,2,5,1,1,2,5,3,37920,Robert,Benjamin,George,George,Robert,Linda,Wife and two children,Husband and one child,Wife and three children,Husband and one child,Husband and one child,Husband and one child,46,52,53,63,63,70,19,12,11,12,18,11,14,1,1,44,1,1957,3,NA,NA,2,4,3,2,1,2,NA,NA,1,2,5,3,3,3,2,1,1,3,4,9.641,33.585,34.929,6,3,1,2,1,4,2,4,3,2,the economy,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,1,0,3,0,1,NA,NA,1,3,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,2,3,NA,2,NA,1,NA,NA,4,NA,NA,5,1,1,1,13.025,13.025,16.354,1,1,1,6.431,7.975,9.483,2,1,1,7.056,7.056,8.349,1,fave|socialism,FL_132,FL_123,FL_116,FL_108,FL_100,FL_97,FL_87,FL_76,FL_73,FL_60,FL_52,FL_44,mip_open|G2.Q3,m4a_econ,covid_control,gnd_control,6|5|4|3|2|1,5|4|2|1|3,3|7|6|2|10|1|5,2|1|3|4|8,1|2|3|4,3|5|2|7|1|6|8|4,6|7|9|4|5,1|2|9|8,8|7|6|5|4|3|2|1,1|2|3|4|5|6|7|8|9,2|1|3|4|5|6|7,1|6|7|4|3|5|2|8,63,0,7.1,1,5,2,5,1,1,7,NA,5,5,2,0.807342979,1,1,3,1,1,3,2020,0.992,0.800884235
R_22JMwbDSsWDciAt,NA,10/25/20 7:08,10/25/20 7:16,1,5f95788e-a3b8-ae6f-aa16-f090e4165e88,77,2,-3105,1,1,2,10,3,32907,Barbara,George,William,Matthew,Michael,John,Husband and three children,Husband and three children,Wife and one child,Wife and one child,Husband and one child,Husband and one child,66,68,67,58,58,55,10,25,10,22,22,11,5,1,1,10,1,1943,2,NA,1,NA,4,1,2,3,NA,2,NA,2,2,5,2,2,2,3,2,3,4,4,12.035,45.743,48.101,5,2,1,3,1,5,3,3,3,2,corona virus,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,biden is a thief,NA,2,2,2,2,1,3,2,NA,2,NA,NA,1,NA,NA,NA,5,2,1,1,1,20.884,20.884,22.748,1,1,2,11.349,11.349,14.085,1,1,2,12.017,12.017,13.241,1,fave|socialism,FL_136,FL_124,FL_114,FL_109,FL_101,FL_91,FL_88,FL_80,FL_69,FL_61,FL_52,FL_44,mip_open|G2.Q2,m4a_econ,covid_econ,gnd_unlabeled,1|2|3|4|5|6,5|4|2|1|3,5|7|3|6|10|2|1,1|2|3|4|8,1|2|3|4,1|2|3|4|5|6|7|8,4|7|9|6|5,1|2|9|8,8|7|6|5|4|3|2|1,7|1|8|3|5|9|6|2|4,1|2|3|4|5|6|7,1|7|2|3|4|5|6|8,77,0,7.8,1,6,2,7,1,1,7,NA,5,5,2,1.404103271,4,1,2,1,1,1,2020,0.998,1.401295065
R_1lAipIlR7jbkZkg,NA,10/25/20 7:08,10/25/20 7:16,1,5f957880-c6f6-2e76-9147-80cad16171a7,26,2,7,1,2,3,1,3,77084,Robert,Matthew,Matthew,Janet,Barbara,Robert,Husband and no children,Wife and no children,Husband and no children,Wife and no children,Wife and two children,Wife and three children,65,60,46,48,58,69,17,10,15,19,10,16,11,1,1,45,1,1994,1,1,NA,NA,1,1,1,1,1,NA,NA,2,2,2,2,1,3,1,1,1,6,4,1.091,41.141,43.469,19,3,2,5,4,1,1,2,3,2,Climate change,2,1,1,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,Because he won technically I think we should fight it,1,1,1,2,3,1,3,NA,NA,1,1,NA,NA,3,NA,NA,2,1,1,1,0.949,28.948,29.7,19,1,1,2.334,15.051,15.569,8,1,2,0.344,13.961,14.32,10,socialism|fave,FL_132,FL_125,FL_117,FL_111,FL_104,FL_92,FL_82,FL_75,FL_66,FL_59,FL_55,FL_49,mip_open|G2.Q2,m4a_soc,covid_control,gnd_control,1|2|3|4|5|6,5|4|2|1|3,6|5|3|7|10|1|2,2|1|3|4|8,1|2|3|4,1|2|3|4|5|6|7|8,6|5|9|7|4,1|2|9|8,8|7|6|5|4|3|2|1,8|9|4|6|7|1|3|2|5,2|1|3|4|5|6|7,1|5|3|2|7|4|6|8,26,0,7.92,3,1,3,1,2,6,7,NA,7,2,1,1.523649679,2,1,2,1,3,1,2020,0.86,1.310338724
R_31RwPzHgnkMpTPC,NA,10/25/20 7:09,10/25/20 7:16,1,5f9578c7-7343-b82d-3acb-af52cbd51d85,68,1,12,1,1,6,4,3,75093,John,Janet,Benjamin,Hannah,Linda,Linda,Wife and two children,Husband and one child,Wife and three children,Husband and no children,Wife and three children,Husband and one child,46,53,57,54,52,49,14,11,24,19,12,24,2,1,1,45,1,1952,3,NA,NA,3,4,1,2,3,NA,2,NA,12,2,5,2,2,3,3,5,3,1,4,6.201,24.538,25.814,5,3,1,1,1,5,4,2,3,2,Unemployment,2,2,2,1,3,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,3,1,2,NA,NA,2,NA,NA,1,NA,2,NA,4,1,1,1,7.703,8.863,10.147,2,1,1,24.898,24.898,26.914,1,1,2,4.5,4.5,5.775,1,socialism|fave,FL_131,FL_127,FL_115,FL_112,FL_105,FL_97,FL_87,FL_76,FL_73,FL_58,FL_57,FL_44,mip_open|G2.Q2,m4a_soc,covid_soc,gnd_labeled,1|2|3|4|5|6,5|4|2|1|3,7|6|2|5|10|1|3,2|1|3|4|8,1|2|3|4,1|2|3|4|5|6|7|8,4|6|9|7|5,1|2|9|8,8|7|6|5|4|3|2|1,1|5|7|3|8|9|4|2|6,1|2|3|4|5|6|7,1|2|4|6|5|3|7|8,68,0,7.07,1,5,6,4,4,4,3,NA,1,5,2,0.655688482,2,1,2,1,1,4,2020,0.84,0.550778325
